Registro ANS;CNPJ;RazÆo Social;Nome Fantasia;Modalidade;Logradouro;N£mero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endere‡o eletr“nico;Representante;Cargo Representante;Data Registro ANS
335479;2,91358E+13;UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;UNIMED NOVA FRIBURGO LTDA;Cooperativa M‚dica;RUA PRUDENTE DE MORAES;60;;VILA NOVA;Nova Friburgo;RJ;28630010;22;25198100;25198101;regulacao.ans@novafriburgo.unimed.com.br;ANTONIO FABIANO CHICRE DA COSTA;DIRETOR PRESIDENTE;21/12/1998
344397;2,87145E+13;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;UNIMED NOVA IGUA€U;Cooperativa M‚dica;RUA CORONEL BERNARDINO DE MELO;1879;;CENTRO;Nova Igua‡u;RJ;26255140;21;37598275;37598306;ans@novaiguacu.unimed.com.br;EMILSON FERREIRA LORCA;DIRETOR PRESIDENTE;22/12/1998
362140;1,02199E+13;UNIMED OESTE DO PARµ - COOPERATIVA DE TRABALHO MDICO;UNIMED OESTE DO PARA COOP TRABALHO MEDICO;Cooperativa M‚dica;TRAVESSA DOM AMANDO;911;;SANTA CLARA;Santar‚m;PA;68005420;93;21019000;21019000;ans@unimedoestedopara.com.br;ALBERTO MARIANO GUSMÇO TOLENTINO;REPRESENTANTE;21/12/1998
309907;3,73135E+13;UNIMED PALMAS COOPERATIVA DE TRABALHO MDICO;UNIMED PALMAS;Cooperativa M‚dica;QD 104 NORTE RUA NE 1;Lote 1;ED BEATRIZ, SOBRELOJA, SALAS 101/111;PLANO DIRETOR NORTE;Palmas;TO;77006900;63;30255800;5810;presidente@unimedpalmas.com.br;RICARDO DO VAL SOUTO;DIRETOR PRESIDENTE;24/12/1998
369233;4,11917E+13;UNIMED PALMEIRA DOS ÖNDIOS COOPERATIVA DE TRABALHO MDICO;UNIMED PALMEIRA DOS ÖNDIOS;Cooperativa M‚dica;AV. VIEIRA DE BRITO;80-A;SÇO CRISTàVÇO;SÇO CRISTàVÇO;Palmeira dos Öndios;AL;57601100;82;34212182;34212182;unimed@unimedpalmeira.com.br;DENIO FERNANDO CALIXTO BARROS;PRESIDENTE;21/12/1998
304344;4,29405E+13;UNIMED PARµ DE MINAS COOPERATIVA DE TRABALHO MDICO LTDA.;UNIMED CENTRO-OESTE;Cooperativa M‚dica;RUA FRANCISCO SALES;119;;CENTRO;Par  de Minas;MG;35660017;37;32379900;32379991;unimed238@unimedcentro-oeste.coop.br;RAIR GERALDO RICHARD XAVIER;DIRETOR PRESIDENTE;17/12/1998
324523;4,09602E+13;UNIMED PARAIBA - FEDERA€AO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO;UNIMED PARAIBA;Cooperativa M‚dica;AV. CARNEIRO DA CUNHA;89;;TORRE;JoÆo Pessoa;PB;58040240;83;32213993;32219345;unimedpb@unimedpb.com.br;GUALTER LISBOA RAMALHO;PRESIDENTE;21/12/1998
370681;8,08716E+13;UNIMED PATO BRANCO COOPERATIVA DE TRABALHO MEDICO;UNIMED PATO BRANCO;Cooperativa M‚dica;RUA TAMOIO;253;;CENTRO;Pato Branco;PR;85501067;46;21013000;21013001;patobranco@unimedpr.coop.br;ANTONIO MOTIZUKI;DIRETOR PRESIDENTE;17/12/1998
336467;8,31581E+12;UNIMED PATOS - COOPERATIVA DE TRABALHO MDICO;UNIMED PATOS;Cooperativa M‚dica;AV DOUTOR PEDRO FIRMINO;295;;BRASÖLIA;Patos;PB;58700350;83;34214111;34215557;gerencia@unimedpatos.com.br;JOS VANDERLITE ALVES;PRESIDENTE;21/12/1998
353060;3,84995E+13;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MDICO LTDA.;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MDICO;Cooperativa M‚dica;AV. BRASIL;966;;CENTRO;Patos de Minas;MG;38700188;34;38201632;;unimedpatosdeminas@unimedpatosdeminas.com.br;ANDERSON AFONSO;REPRESENTANTE;17/12/1998
355593;4,16872E+13;UNIMED PATROCÖNIO COOPERATIVA DE TRABALHO MDICO LTDA.;UNIMED PATROCÖNIO;Cooperativa M‚dica;AVENIDA DOM JOSE ANDRE COIMBRA;1426;;CENTRO;Patroc¡nio;MG;38740000;34;38395666;38395666;unimed@unimedpatrocinio.com.br;THOMAZ JOS MARRA DE AQUINO;PRESIDENTE;17/12/1998
311375;8,98705E+13;UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÒNCIA · SAéDE LTDA.;UNIMED PELOTAS/RS;Cooperativa M‚dica;RUA ALMIRANTE BARROSO;2309;CASA;CENTRO;Pelotas;RS;96010280;53;33094900;33094923;regulacao@unimedpelotas.com.br;ROSANA SOUZA VAN DER LAAN;PRESIDENTE;21/12/1998
323993;2,88065E+13;UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MDICO;UNIMED PETROPOLIS;Cooperativa M‚dica;RUA D. PEDRO I;465;;CENTRO;Petr¢polis;RJ;25610020;24;99304496;;regulacao@unimedpetropolis.coop.br;RAFAEL GOMES DE CASTRO;PRESIDENTE ;24/12/1998
310131;3,68624E+13;UNIMED PLANALTO - COOPERATIVA DE TRABALHO MDICO;UNIMED PLANALTO;Cooperativa M‚dica;PRA€A RAIMUNDO DE ARAéJO MELO;S/N;;CENTRO;Luziƒnia;GO;72800630;61;36221009;36221647;unimed@unimedplanalto.com.br;LUCAS ANTâNIO RORIZ DE MORAES;PRESIDENTE;24/12/1998
362832;8,91001E+13;UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÒNCIA  · SAéDE LTDA.;UNIMED PLANALTO CENTRAL RS;Cooperativa M‚dica;AVENIDA GENERAL CAMARA;589;;CENTRO;Cruz Alta;RS;98025780;5;533219007;533219003;ger.unimed061@comnet.com.br;CLAUDIA MARIETA MACHADO BARROS;REPRESENTANTE;22/12/1998
319384;8,76071E+13;UNIMED PLANALTO MDIO- COOPERATIVA DE SERVI€OS MDICOS LTDA;UNIMED PLANALTO MDIO;Cooperativa M‚dica;RUA LAVA PS;1898;2§ ANDAR;NONOAI;Passo Fundo;RS;99010170;54;33176300;33176328;unimed@unimedpf.com.br;FRANCISCO JOSE DOS SANTOS NETO ;PRESIDENTE;22/12/1998
316148;4,17819E+13;UNIMED PO€OS DE CALDAS - SOC. COOP. DE TRAB. E SERVI€OS MDICOS;UNIMED POCOS DE CALDAS;Cooperativa M‚dica;AVENIDA GENTIL MESSIAS;217;;VILA CRUZ;Po‡os de Caldas;MG;37701528;35;37293382;37293300;ans@unimedpc.com.br;ODILON TREFÖGLIO NETO;DIRETOR PRESIDENTE;18/12/1998
349712;7,77817E+13;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;UNIMED PONTA GROSSA;Cooperativa M‚dica;RUA SANTOS DUMONT;1036;;CENTRO;Ponta Grossa;PR;84010360;42;32207001;;ouvidoria@unimedpg.com.br;RAFAEL FRANCISCO DOS SANTOS;DIRETOR ADMINISTRATIVO;17/12/1998
353876;7,30439E+11;UNIMED PONTAL DO TRI¶NGULO - COOPERATIVA DE TRABALHO MDICO;UNIMED PONTAL DO TRI¶NGULO;Cooperativa M‚dica;RUA ITUIUTABA;555;;CENTRO;Iturama;MG;38280000;12;34119000;34119031;gerencia@unimedpontal.coop.br;JOS CARLOS DA SILVA;DIRETOR PRESIDENTE;17/12/1998
343722;1,01247E+12;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED PONTE NOVA E REGIÇO;Cooperativa M‚dica;AVENIDA DOM BOSCO;447;;PALMEIRAS;Ponte Nova;MG;35430232;31;38198551;;gerencia@unimedpontenova.com.br;SAMUEL MARCUS ALVES JORGE;DIRETOR PRESIDENTE;16/12/1998
352501;8,70966E+13;UNIMED PORTO ALEGRE - COOPERATIVA MDICA LTDA.;UNIMED PORTO ALEGRE;Cooperativa M‚dica;AV VENANCIO AIRES;1040;;BOM FIM;Porto Alegre;RS;90040192;51;33167747;33312544;regulacao@unimedpoa.com.br;FLAVIO DA COSTA VIEIRA;PRESID. CONS. DE ADMINISTRA€ÇO;21/12/1998
337374;5,65723E+12;UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MDICA LTDA;UNIMED PORTO VELHO ;Cooperativa M‚dica;AVENIDA CARLOS GOMES;1259;;CENTRO;Porto Velho;RO;76801109;69;32172016;;unimed@unimedportovelho.coop.br;ROBSON JORGE BEZERRA;PRESIDENTE;23/12/1998
344885;1,12146E+13;UNIMED RECIFE COOPERATIVA DE TRABALHO MDICO;UNIMED RECIFE COOPERATIVA DE TRABALHO MDICO;Cooperativa M‚dica;AV. LINS PETIT;140;;ILHA DO LEITE;Recife;PE;50070230;81;34138085;34138000;rdiretor@unimedrecife.com.br;MARIA DE LOURDES CORREA DE ARAéJO;REPRESENTANTE;21/12/1998
350648;8,96405E+13;UNIMED REGIÇO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÒNCIA · SAéDE LTDA.;UNIMED REGIÇO DA CAMPANHA/RS;Cooperativa M‚dica;AV 7 DE SETEMBRO;679;;CENTRO;Bag‚;RS;96400006;5;332429331;332429599;gerencia@unimedcampanha.com.br;GLENO CERIOLI;REPRESENTANTE;22/12/1998
328375;9,23161E+13;UNIMED REGIÇO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÒNCIA · SAéDE LTDA.;UNIMED REGIÇO DA FRONTEIRA - RS;Cooperativa M‚dica;AV. 24 DE MAIO;1016;;CENTRO;Sant'Ana do Livramento;RS;97573450;55;32429800;32422428;contabil@unimedfronteira.com.br;LUIZ ANTONIO COSTAGUTA ARRUDA;PRESIDENTE;22/12/1998
353698;5,32888E+11;UNIMED REGIÇO DA PRODU€ÇO/RS - COOPERATIVA DE ASSISTÒNCIA · SAéDE LTDA;UNIMED REGIÇO DA PRODU€ÇO/RS;Cooperativa M‚dica;AV. PµTRIA;1795;;SOMMER;Carazinho;RS;99500000;54;33298000;33302187;unimed@unimed303.com.br;LUIZ CARLOS COLLE THOM;PRESIDENTE;22/12/1998
311847;4,9211E+13;UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MDICO;UNIMED BAIXA MOGIANA;Cooperativa M‚dica;AVENIDA MOGI MIRIM;2679;;JARDIM GUA€U MIRIM;Mogi Gua‡u;SP;13844115;19;38319700;38918436;unimed@unimedbxm.coop.br;DILVO FERREIRA LOPES;PRESIDENTE;16/12/1998
306100;8,17157E+13;UNIMED REGIONAL DE CAMPO MOURÇO COOP TRAB MEDICO ;UNIMED REGIONAL DE CAMPO MOUR¶O;Cooperativa M‚dica;AV.JOSE CUSTODIO DE OLIVEIRA;1385;;CENTRO;Campo MourÆo;PR;87300020;44;35187000;;marlene@unimedcampomourao.com.br;RODOLFO CESAR VISONI POLISELI;DIRETOR PRESIDENTE;17/12/1998
316458;4,15114E+13;UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MDICO;UNIMED REGIONAL FLORIANO;Cooperativa M‚dica;AV EURIPEDES DE AGUIAR;943;;CENTRO;Floriano;PI;64800000;89;35211133;35216652;unimed@unimedfloriano.com.br;LUIMAR DE JESUS SANTOS;PRESIDENTE;21/12/1998
313475;6,96122E+13;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MDICO;UNIMED REGIONAL DE PICOS;Cooperativa M‚dica;P€A FELIX PACHECO;676;;CENTRO;Picos;PI;64600000;89;34223616;34221177;unimedpicos@uol.com.br;LUIS EVANDRO SANTOS LOPES;PRESIDENTE;21/12/1998
306762;2,32204E+12;UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MDICO;UNIMED REGIONAL JAé;Cooperativa M‚dica;RUA ALVARO FLORET;565;;VILA HILST;Ja£;SP;17207020;14;36028900;36028901;diretoria@unimedjau.com.br;PAULO DE CONTI;DIRETOR PRESIDENTE;18/12/1998
371254;7,67672E+13;UNIMED REGIONAL MARINGµ COOP.DE TRABALHO MDICO;UNIMED REGIONAL MARINGµ COOP.DE TRABALHO MDICO;Cooperativa M‚dica;AV. BENTO MUNHOZ DA ROCHA NETO;750;;-;Maring ;PR;87030010;44;33212738;32212795;margarete@unimedmaringa.com.br;DURVAL FRANCISCO DOS SANTOS FILHO;PRESIDENTE;17/12/1998
305472;3,3547E+13;UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MDICO LTDA;UNIMED REGIONAL SUL/GO;Cooperativa M‚dica;RUA JOAO MANOEL DE SOUZA;889;;CENTRO;Itumbiara;GO;75526030;64;34322000;34322032;unimed@unimeditumbiara.com.br;ANTâNIO RICARDO COKELY RIBEIRO;DIRETOR PRESIDENTE;24/12/1998
330566;6,87092E+13;UNIMED RESENDE COOPERATIVA DE TRABALHO MDICO;UNIMED RESENDE;Cooperativa M‚dica;RUA NICOLAU TARANTO;239;;COMERCIAL;Resende;RJ;27542020;24;33544477;33547472;ans@unimedresende.coop.br;DR. JOÇO ALBERTO DA CRUZ;DIRETOR PRESIDENTE;21/12/1998
337871;8,43137E+13;UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa M‚dica;RUA JOS DE MELO;418;;BOSQUE;Rio Branco;AC;69908330;68;21064546;21064545;ans@unimedriobranco.com.br;ANTONIO HERBERT LEITE MILITÇO;PRESIDENTE;21/12/1998
320251;3,72756E+13;UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO;UNIMED RIO VERDE;Cooperativa M‚dica;RUA COSTA GOMES;208;;CENTRO;Rio Verde;GO;75901050;64;21014967;21014900;diretoria@unimedrv.com.br;MARCIO EMRICH CAMPOS;PRESIDENTE;24/12/1998
359777;2,46769E+13;UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MDICO LTDA;UNIMED RONDONàPOLIS;Cooperativa M‚dica;RUA RIO BRANCO;933;;CENTRO;Rondon¢polis;MT;78700180;66;34392800;34392828;diretoria@unimedrondonopolis.com.br;RICARDO CORREA GONZALES;DIRETOR PRESIDENTE;24/12/1998
346276;5,88372E+13;UNIMED SALTO/ITU -  COOPERATIVA MDICA;UNIMED SALTO/ITU - COOPERATIVA MDICA;Cooperativa M‚dica;RUA SANTA RITA;1440;;CENTRO;Itu;SP;13300065;11;46028800;46028809;ans@unimedsaltoitu.com.br;ARNALDO PASSAFINI NETO;DIRETOR PRESIDENTE;18/12/1998
319708;8,74974E+13;UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÒNCIA · SAéDE LTDA;;Cooperativa M‚dica;RUA PROFESSOR BRAGA;141;CASA;CENTRO;Santa Maria;RS;97015530;55;30286577;;unimedsm@unimedsm.com.br;ERNANI CLOVIS BULOW;PRESIDENTE;22/12/1998
354031;4,53592E+13;UNIMED SÇO CARLOS - COOPERATIVA DE TRABALHO MDICO;UNIMED SAO CARLOS;Cooperativa M‚dica;RUA VICENTE PELICANO;945;;AZULVILLE;SÆo Carlos;SP;13571000;16;21077300;21077301;unimed@unimedsaocarlos.com.br;DANIEL JOS MENDES CANEDO;DIRETOR PRESIDENTE;22/12/1998
323926;2,53291E+13;UNIMED SÇO JOÇO DEL REI - COOPERATIVA DE TRABALHO MDICO;UNIMED SÇO JOÇO DEL REI COOPERATIVA DE TRABALHO MEDICO;Cooperativa M‚dica;AV. HERMILIO ALVES;210;;CENTRO;SÆo JoÆo del Rei;MG;36307328;3;233728080;233712442;uni152@mgconecta.com.br;PAULO CSAR DE ARAéJO RANGEL;PRESIDENTE;17/12/1998
327638;7,11869E+13;UNIMED SÇO JOÇO NEPOMUCENO COOPERATIVA DE TRABALHO MDICO LTDA.;UNIMED SÇO JOÇO NEPOMUCENO;Cooperativa M‚dica;RUA CAPITAO BRAZ;68;;CENTRO;SÆo JoÆo Nepomuceno;MG;36680000;32;32611516;32611516;gerencia@unimedsjn.coop.br;RENATO DE SOUZA GOMES;DIRETOR PRESIDENTE;22/12/1998
335100;4,51001E+13;UNIMED SAO JOS DO RIO PRETO - COOP. DE TRABALHO MDICO;UNIMED SAO JOS DO RIO PRETO;Cooperativa M‚dica;AV BADY BASSITT;3877;;VILA IMPERIAL;SÆo Jos‚ do Rio Preto;SP;15015700;17;32021210;32021245;regulacao@unimedriopreto.com.br;HELENCAR IGNµCIO;PRESIDENTE;18/12/1998
331872;6,02145E+13;UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO;UNIMED SJC;Cooperativa M‚dica;AVENIDA CASSIANO RICARDO;401;10ø ANDAR, ED. HYDE PARK;JARDIM AQUµRIUS;SÆo Jos‚ dos Campos;SP;12246870;12;8007071019;21394051;delcia.araujo@unimedsjc.com.br;FµBIO ROBERTO DA SILVA BAPTISTA;DIRETOR PRESIDENTE;16/12/1998
370088;2,54716E+13;UNIMED SÇO LOUREN€O COOPERATIVA DE TRABALHO MDICO;UNIMED CIRCUITO DAS AGUAS;Cooperativa M‚dica;AV. ANTâNIO JUNQUEIRA DE SOUZA;476;;CENTRO;SÆo Louren‡o;MG;37470000;35;36958522;36958529;diretoria@unimedcircuito.coop.br;MUSSE JOS MATUCK;PRESIDENTE;18/12/1998
327352;6,64532E+13;UNIMED SÇO SEBASTIÇO DO PARAÖSO COOPERATIVA DE TRABALHO MDICO;UNIMED SÇO SEBASTIÇO DO PARAÖSO;Cooperativa M‚dica;AV. DOUTOR DELFIM MOREIRA ;1400;;CENTRO;SÆo SebastiÆo do Para¡so;MG;37950000;35;35398400;;juridico@unimedssp.coop.br;MATHEUS COLOMBAROLI;DIRETOR PRESIDENTE;18/12/1998
416801;1,04142E+13;UNIMED SAéDE E ODONTO S.A;;Medicina de Grupo;ALAMEDA MINISTRO ROCHA AZEVEDO;346;4§ ANDAR;CERQUEIRA CSAR;SÆo Paulo;SP;1410000;11;32659996;;compliance@segurosunimed.com.br;AGENOR FERREIRA DA SILVA FILHO;DIRETOR;30/12/2008
701;4,48726E+12;UNIMED SEGUROS SAéDE S/A;SEGUROS UNIMED;Seguradora Especializada em Sa£de;ALAMEDA MINISTRO ROCHA AZEVEDO;366;;CERQUEIRA CESAR;SÆo Paulo;SP;1410901;11;32659996;32659049;compliance@segurosunimed.com.br;AGENOR FERREIRA DA SILVA FILHO;DIRETOR;30/07/2001
337668;1,33603E+13;UNIMED SERGIPE - COOPERATIVA DE TRABALHO MDICO;UNMED SERGIPE - COOPERATIVA DE TRABALHO MEDICO;Cooperativa M‚dica;RUA SOCORRO;100;;SAO JOSE;Aracaju;SE;49015300;79;21078772;21078730;contabilidade@unimedse.com.br;CARLOS ALBERTO BARRETO DE MENDON€A;DIRETOR PRESIDENTE;23/12/1998
349534;2,40142E+13;UNIMED SETE LAGOAS COOPERATIVA TRABALHO MDICO;UNIMED SETE LAGOAS COOPERATIVA TRABALHO MEDICO;Cooperativa M‚dica;RUA CORONEL RANDOLFO SIMåES;281;;BOA VISTA;Sete Lagoas;MG;35700102;31;21061911;21061946;gerencia@unimedsetelagoas.coop.br;ANTONIO DE PADUA BRANDAO RAPOSO;DIRETOR PRESIDENTE;17/12/1998
348295;4,54E+13;UNIMED SOROCABA COOPERATIVA DE TRABALHO MDICO;UNIMED SOROCABA;Cooperativa M‚dica;AV. PRES. JUSCELINO KUBITSCHECK DE OLIVE;736;;CENTRO;Sorocaba;SP;18035060;15;33329200;32244568;regulacaoans@unimedsorocaba.coop.br;GUSTAVO RIBEIRO NEVES;REPRESENTANTE;18/12/1998
343153;2,42948E+13;UNIMED SOUSA - COOPERATIVA DE TRABALHO MDICO;UNIMED SOUSA;Cooperativa M‚dica;RUA MANOEL GADELHA FILHO;37;TERREO;CENTRO;Sousa;PB;58802000;83;35221334;35224245;unimedss@uol.com.br;HELDA PIRES DE Sµ MENDES;VICE-PRESIDENTE;21/12/1998
402834;3,02959E+12;UNIMED STA RITA, STA ROSA E SÇO SIMÇO COOP. TRAB. MDICO;UNIMED STA RITA, STA ROSA E SÇO SIMÇO;Cooperativa M‚dica;RUA MARECHAL DEODORO;1157;;CENTRO;Santa Rita do Passa Quatro;SP;13670000;19;35829999;35829998;unimed@unimedsantarita.coop.br;CARLOS ALBERTO DA SILVA;DIRETOR PRESIDENTE;31/03/1999
324175;7,10645E+13;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MDICO;UNIMED SUDOESTE DE MINAS;Cooperativa M‚dica;AV. DR. BRENO SOARES MAIA;264;;BELO HORIZONTE;Passos;MG;37900110;35;35292600;35292630;unimed@unimedsudoestemg.coop.br;CLAUDIO ANTONIO FELIX DE OLIVEIRA;DIRETOR PRESIDENTE;18/12/1998
327468;6,69163E+13;UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MDICO;UNIMED SUDOESTE PAULISTA;Cooperativa M‚dica;AV. CORONEL ACµCIO PIEDADE;771;;CENTRO;Itapeva;SP;18400180;15;35249000;35249000;diretoria@unimedsudoestepaulista.coop.br;DANIEL SANDOVAL CERQUEIRA;DIRETOR PRESIDENTE;18/12/1998
320706;3,2441E+13;UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MDICO;UNIMED SUL CAPIXABA;Cooperativa M‚dica;AV FRANCISCO LACERDA DE AGUIAR;46;;GILBERTO MACHADO;Cachoeiro de Itapemirim;ES;29303300;28;21016255;21016253;secexecutiva@unimedsulcapixaba.coop.br;LEANDRO BAPTISTA PINTO;DIRETOR PRESIDENTE;16/12/1998
353027;5,71498E+13;UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MDICO;UNIMED SUL PAULISTA;Cooperativa M‚dica;RUA PRUDENTE DE MORAES;267;;CENTRO;Itapetininga;SP;18200040;15;32757100;32757100;contato@unimedsulpaulista.coop.br;MARCOS DE ALMEIDA CUNHA;DIRETOR PRESIDENTE;18/12/1998
316881;6,63436E+13;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MDICO;UNIMED TRES VALES;Cooperativa M‚dica;RUA ALEXANDRE MATTAR;137;;SÇO DIOGO;Te¢filo Otoni;MG;39803075;33;35291100;35291100;relacionamento.ans@unimedtv.coop.br;VERA LéCIA LAUAR;DIRETORA PRESIDENTE;17/12/1998
353353;7,24114E+12;UNIMED TERESINA - COOPERATIVA DE TRABALHO MDICO;UNIMED TERESINA;Cooperativa M‚dica;RUA SÇO JOÇO;1262;;CENTRO;Teresina;PI;64001360;86;21078000;862228644;ans@unimedteresina.com.br;EMMANUEL AUGUSTO DE CARVALHO FONTES;PRESIDENTE;21/12/1998
359033;4,2856E+13;UNIMED TRÒS CORA€åES COOPERATIVA DE TRABALHO MDICO LTDA.;UNIMED TRÒS CORA€åES COOPERATIVA DE TRABALHO MDICO LTDA.;Cooperativa M‚dica;AV. DR.MOACIR REZENDE;358;;CENTRO;Trˆs Cora‡äes;MG;37410000;35;32396000;32396009;unimedtc@unimedtc.coop.br;GILBERTO SILVA TEIXEIRA;DIRETOR PRESIDENTE;18/12/1998
364070;6,43888E+13;UNIMED TRÒS PONTAS - COOPERATIVA DE TRABALHO MDICO;UNIMED TRÒS PONTAS - COOPERATIVA DE TRABALHO MDICO;Cooperativa M‚dica;RUA BARÇO DA BOA ESPERAN€A;256;;CENTRO;Trˆs Pontas;MG;37190000;35;32668000;32658702;unimedtp@unimedtrespontas.coop.br;DÖLSON LAMAITA MIRANDA;DIRETOR PRESIDENTE;18/12/1998
337498;9,46953E+11;UNIMED TRÒS RIOS COOPERATIVA DE TRABALHO MDICO;UNIMED TRÒS RIOS;Cooperativa M‚dica;RUA DR BERNARDO BELLO;63;;CENTRO;Trˆs Rios;RJ;25804030;24;22516262;22516261;ignacio@tresrios.unimed.com.br;FABIO NASSER MONNERAT;DIRETOR PRESIDENTE;21/12/1998
354066;1,77747E+13;UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.;UNIMED UBERABA LTDA.;Cooperativa M‚dica;RUA ALAOR PRATA;294;;CENTRO;Uberaba;MG;38015010;34;33182220;33182200;contatoans@unimeduberaba.com.br;CONSTANTINO JORGE CALAPODOPULOS;REPRESENTANTE;17/12/1998
384577;1,77907E+13;UNIMED UBERL¶NDIA COOPERATIVA REGIONAL TRABALHO MDICO LTDA;UNIMED UBERL¶NDIA;Cooperativa M‚dica;AV. JOÇO PINHEIRO;639;;CENTRO;Uberlƒndia;MG;38400126;34;32396900;32396955;cont@unimeduberlandia.com.br;SµVIO DE MORAES;PRESIDENTE;16/12/1998
335541;9,21286E+13;UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÒNCIA · SAéDE LTDA.;UNIMED VALE DAS ANTAS, RS - SOC COOP DE SERVI€OS MDICOS LTD;Cooperativa M‚dica;AV. JULIO DE CASTILHOS;135;;CENTRO;Nova Prata;RS;95320970;54;32420029;32426303;gerencia@valedasantas.unimed.com.br;VALMOR CAPPELLARI CUSTODIO;REPRESENTANTE;22/12/1998
359289;1,69919E+13;UNIMED VALE DO A€O COOPERATIVA DE TRABALHO MDICO;UNIMED VALE DO A€O COOPERATIVA DE TRABALHO MDICO;Cooperativa M‚dica;Rubens Siqueira Maia;2030;Anexo Operadora;Bairro Centro;Coronel Fabriciano;MG;35170460;31;21362287;21362201;regulacao@unimedvaledoaco.coop.br;JOS MAURÖCIO NOLASCO NASCIMENTO;DIRETOR PRESIDENTE;16/12/1998
313211;8,73064E+13;UNIMED VALE DO CAÖ/RS - COOPERATIVA DE ASSISTÒNCIA · SAéDE LTDA.;UNIMED VALE DO CAÖ;Cooperativa M‚dica;RUA OSVALDO ARANHA;1315;;CENTRO;Montenegro;RS;95780000;51;36498900;36498900;secretariaexecutiva@unimedvaledocai.com.br;WALDIR JOAO KLEBER;REPRESENTANTE;22/12/1998
337561;8,64835E+13;UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED VALE DO CARANGOLA;Cooperativa M‚dica;PRA€A CORONEL MAXIMIANO;33;;CENTRO;Carangola;MG;36800000;32;37419650;37413030;gerencia@unimedcarangola.coop.br;SAULO DE OLIVEIRA PEREIRA;DIRETOR PRESIDENTE;17/12/1998
302228;7,47041E+11;UNIMED VALE DO CORUMBµ COOPERATIVA DE TRABALHO MEDICO;UNIMED VALE DO CORUMBA COOPERATIVA DE TRABALHO MEDICO;Cooperativa M‚dica;RUA 13 DE MAIO;13;;SETOR GUANABARA;Ipameri;GO;75780000;64;34911735;34911735;unimed@unimedvaledocorumba.com.br;ALESSANDRO DE SOUZA ROSA;DIRETOR PRESIDENTE;24/12/1998
370975;7,05239E+13;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MDICO;;Cooperativa M‚dica;RUA GERMANO GREVE;734;;CENTRO;Mirassol d'Oeste;MT;78280000;65;32412883;32411363;marcia@unimedvaledojauru.com.br;ALVARO MARCONI;DIRETOR PRESIDENTE;28/12/1998
334511;1,77332E+12;UNIMED VALE DO PARAÖBA - FEDERA€ÇO INTRAFEDERATIVA DAS COOPERATIVAS MDICAS;UNIMED - INTRAFEDERATIVA DO VALE DO PARAÖBA;Cooperativa M‚dica;RUA VISCONDE DE PINDAMONHANGABA;100;;JARDIM BOA VISTA;Pindamonhangaba;SP;12401011;12;21262400;21262400;diretoria@unimedvaledoparaiba.com.br;JULIO CESAR TEIXEIRA AMADO ;DIRETOR PRESIDENTE;28/12/1998
308811;8,05257E+13;UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MDICO VALE DO PIQUIRI ;UNIMED VALE DO PIQUIRI;Cooperativa M‚dica;RUA IPIRANGA;962;;CENTRO;Palotina;PR;85950000;44;36495251;36495393;palotina@unimedpr.com.br;SRGIO MOROZOWSKI;DIRETOR PRESIDENTE;17/12/1998
